# typeId\tenName\tzhName
21513	'Delineative' Warp Scrambler Blueprint	勾画跃迁扰频器蓝图
20636	'Desert Heat' Thermal Shield Hardener Blueprint	沙炎热能护盾增强器蓝图
20570	'Deuce' Co-Processor I Blueprint	平局协处理器蓝图 I
22932	'Distributor' Guidance Disruptor Blueprint	旋风制导干扰器蓝图
41452	'Divine Harvest' Electromagnetic Reaper Blueprint	"神裁"电磁收割者蓝图
55763	'Dunk' Salvage Drone Blueprint	'浸入'打捞无人机蓝图
21537	'Dwindling' Medium Proton Smartbomb Blueprint	衰竭中型质子立体炸弹蓝图
20568	'Dyad' Co-Processor I Blueprint	二分体协处理器蓝图 I
22928	'Economist' Tracking Computer I Blueprint	经济家索敌计算机蓝图 I
22938	'Enterprise' Remote Tracking Computer Blueprint	企业远距索敌计算机蓝图
22942	'Entrepreneur' Remote Sensor Booster I Blueprint	促进者远程感应增强器蓝图 I
43916	'Excavator' Ice Harvesting Drone Blueprint	采掘者冰矿采集无人机蓝图
43915	'Excavator' Mining Drone Blueprint	采掘者采矿无人机蓝图
22946	'Executive' Remote Sensor Dampener Blueprint	执行远程感应抑阻器蓝图
22914	'Felon' Ion Blaster Cannon I Blueprint	残暴离子疾速加农炮蓝图 I
21528	'Firewall' Signal Amplifier Blueprint	防火墙信号放大器蓝图
22898	'Forger' ECCM - Magnetometric I Blueprint	造假磁力ECCM发生器蓝图 I
21485	'Full Duplex' Ballistic Control System Blueprint	全双工弹道控制系统蓝图
20596	'Gallows' Light Missile Launcher Blueprint	绞架轻型导弹发射器蓝图
20576	'Gambler' Ladar ECM Blueprint	赌徒光雷达ECM蓝图
23839	'Gauntlet' Small Focused Beam Laser I Blueprint	交叉火力小型聚焦集束激光器蓝图 I
41448	'Geiravor' Explosive Lance Blueprint	"吉拉沃"爆炸长枪蓝图
20582	'Ghost' Burst Jammer Blueprint	鬼怪脉冲干扰器蓝图
24549	'Gjallarhorn' Explosive Doomsday Blueprint	'赫姆达洱之咆哮'爆炸末日武器蓝图
20614	'Glycerine' Shield Boost Amplifier Blueprint	"甘油"护盾回充增量增效器蓝图
22894	'Gonzo' Damage Control I Blueprint	贡佐损伤控制装备蓝图 I
23796	'Gorget' Small Armor Repairer I Blueprint	甲胄小型装甲维修器蓝图 I
23798	'Greaves' Medium Armor Repairer I Blueprint	油渣中型装甲维修器蓝图 I
41450	'Guillotine' Thermal Reaper Blueprint	"断头台"热能收割者蓝图
22922	'Habitat' Miner I Blueprint	栖息采矿器蓝图 I
23847	'Halberd' Mega Pulse Laser I Blueprint	战戟超级脉冲激光器蓝图 I
22888	'Harmony' Small Armor Repairer I Blueprint	协合小型装甲维修器蓝图 I
23810	'Harness' Medium Capacitor Booster I Blueprint	马套中型电容注电器蓝图 I
23800	'Hauberk' Large Armor Repairer I Blueprint	鲮铠大型装甲维修器蓝图 I
20580	'Heist' Radar ECM Blueprint	拦截雷达ECM蓝图
20608	'High Noon' Thermal Shield Amplifier Blueprint	正午热能护盾增效器蓝图
41445	'Holy Destiny' Electromagnetic Lance Blueprint	"神圣命运"电磁长枪蓝图
22908	'Hooligan' Heavy Ion Blaster I Blueprint	无赖重型离子疾速炮蓝图 I
22910	'Hustler' Heavy Neutron Blaster I Blueprint	恶徒重型中子疾速炮蓝图 I
21541	'Inception' Target Painter Blueprint	起源目标标记装置蓝图
28263	'Integrated' Acolyte Blueprint	集成型侍僧蓝图
28267	'Integrated' Berserker Blueprint	集成型狂战士蓝图
28271	'Integrated' Hammerhead Blueprint	集成型战锤蓝图
28275	'Integrated' Hobgoblin Blueprint	集成型地精灵蓝图
28279	'Integrated' Hornet Blueprint	集成型大黄蜂蓝图
28283	'Integrated' Infiltrator Blueprint	集成型渗透者蓝图
28287	'Integrated' Ogre Blueprint	集成型蛮妖蓝图
28291	'Integrated' Praetor Blueprint	集成型执政官蓝图
28295	'Integrated' Valkyrie Blueprint	集成型瓦尔基里蓝图
28299	'Integrated' Vespa Blueprint	集成型金星蓝图
28303	'Integrated' Warrior Blueprint	集成型武士蓝图
28307	'Integrated' Wasp Blueprint	集成型胡蜂蓝图
21511	'Interruptive' Warp Disruptor Blueprint	中断跃迁扰断器蓝图
22934	'Investor' Tracking Disruptor I Blueprint	围堵索敌扰断器蓝图 I
41446	'Iron Pike' Kinetic Lance Blueprint	"铁矛"动能长枪蓝图
41451	'Jormungandr' Explosive Reaper Blueprint	"耶梦加得"爆炸收割者蓝图
23843	'Joust' Heavy Pulse Laser I Blueprint	马枪重型脉冲激光器蓝图 I
24551	'Judgment' Electromagnetic Doomsday Blueprint	'审判之日'电磁末日武器蓝图
21487	'Kindred' Gyrostabilizer Blueprint	宗族回转稳定器蓝图
23855	'Knight' Medium Remote Capacitor Transmitter Blueprint	骑士中型远程电容传输装置蓝图
23867	'Lance' Medium EMP Smartbomb Blueprint	长枪中型EMP立体炸弹蓝图
22332	'Libram' Data Analyzer I Blueprint	圣契数据分析仪蓝图 I
23837	'Longbow' Small Focused Pulse Laser I Blueprint	长弓小型聚焦脉冲激光器蓝图 I
22950	'Love' Medium Remote Armor Repairer Blueprint	亲密中型远程装甲维修器蓝图
23835	'Mace' Dual Light Beam Laser I Blueprint	权杖双联轻型集束激光器蓝图 I
22884	'Mafia' Kinetic Energized Membrane Blueprint	黑手党动能电压薄膜蓝图
33703	'Magpie' Mobile Tractor Unit Blueprint	喜鹊移动式牵引装置蓝图
23901	'Mangonel' Heat Sink I Blueprint	战车散热槽蓝图 I
22930	'Marketeer' Tracking Computer Blueprint	集市索敌计算机蓝图
20574	'Marshall' Magnetometric ECM Blueprint	马歇尔磁力ECM蓝图
22890	'Meditation' Medium Armor Repairer I Blueprint	冥思中型装甲维修器蓝图 I
22920	'Monopoly' Magnetic Field Stabilizer Blueprint	垄断磁性力场稳定器蓝图
22882	'Moonshine' Thermal Energized Membrane Blueprint	月光热能电压薄膜蓝图
23897	'Motte' Capacitor Power Relay I Blueprint	灌木电容能源继电器蓝图 I
22878	'Natura' Warp Core Stabilizer I Blueprint	自然跃迁核心稳定器蓝图 I
20602	'Noose' Cruise Missile Launcher Blueprint	绞架巡航导弹发射器蓝图
20634	'Nugget' Kinetic Shield Hardener Blueprint	金砖动能护盾增强器蓝图
24553	'Oblivion' Kinetic Doomsday Blueprint	'湮没之圣光'动能末日武器蓝图
22952	'Pacifier' Large Remote Armor Repairer Blueprint	安抚者大型远程装甲维修器蓝图
33701	'Packrat' Mobile Tractor Unit Blueprint	林鼠移动式牵引装置蓝图
23895	'Page' Capacitor Flux Coil I Blueprint	佩奇电容通量线圈蓝图 I
23814	'Palisade' Cap Recharger I Blueprint	木栅电容回充器蓝图 I
23417	'Peace' Large Remote Armor Repairer Blueprint	宁静大型远程装甲维修器蓝图
41447	'Phalarica' Thermal Lance Blueprint	"费拉里卡"热能长枪蓝图
20598	'Pickaxe' Rapid Light Missile Launcher Blueprint	长镐轻型快速导弹发射器蓝图
55861	'Pickpocket' EM Energized Membrane Blueprint	'扒手'电磁电压薄膜蓝图
23865	'Pike' Small EMP Smartbomb Blueprint	铁矛小型EMP立体炸弹蓝图
22880	'Pilfer' Multispectrum Energized Membrane Blueprint	'毛贼'多谱式电压薄膜蓝图
23812	'Plough' Heavy Capacitor Booster I Blueprint	犁重型电容注电器蓝图 I
25543	'Plow' Gas Cloud Scoop Blueprint	除雪机气云回收装置蓝图
20578	'Plunderer' Gravimetric ECM Blueprint	掠夺者引力ECM蓝图
20640	'Poacher' EM Shield Hardener Blueprint	入侵者电磁护盾增强器蓝图
23899	'Portcullis' Reactor Control Unit I Blueprint	铁闸反应堆控制元件蓝图 I
20638	'Posse' Multispectrum Shield Hardener Blueprint	民团多谱式护盾增强器蓝图
20612	'Prospector' EM Shield Amplifier Blueprint	掘金者电磁护盾增效器蓝图
22892	'Protest' Large Armor Repairer I Blueprint	抗击大型装甲维修器蓝图 I
22904	'Racket' Light Neutron Blaster I Blueprint	糜烂轻型中子疾速炮蓝图 I
23419	'Radical' Damage Control Blueprint	激进者损伤控制蓝图
21539	'Regressive' Large Proton Smartbomb Blueprint	回归大型质子立体炸弹蓝图
84505	'Roaring' Small Graviton Smartbomb Blueprint	咆哮小型引力子立体炸弹蓝图
23808	'Saddle' Small Capacitor Booster I Blueprint	鞍马小型电容注电器蓝图 I
77405	'Sarissa' Thermal Disruptive Lance Blueprint	“萨里沙”热能干扰长枪蓝图
84502	'Scalding' Large Plasma Smartbomb Blueprint	灼热大型等离子立体炸弹蓝图
84506	'Seething' Small Plasma Smartbomb Blueprint	激昂小型等离子立体炸弹蓝图
86180	'Seneschal' Mercenary Den Blueprint	“总管级”雇佣兵巢穴蓝图
22896	'Shady' Sensor Booster Blueprint	阴暗感应增强器蓝图
22906	'Slither' Heavy Electron Blaster I Blueprint	蛇行重型电子疾速炮蓝图I
20564	'Smokescreen' Covert Ops Cloaking Device II Blueprint	烟幕隐秘行动隐形装置蓝图 II
20642	'Snake Eyes' Explosive Shield Hardener Blueprint	蛇眼爆炸护盾增强器蓝图
23853	'Squire' Small Remote Capacitor Transmitter Blueprint	随从小型远程电容传输装置蓝图
77404	'Steel Yari' Kinetic Disruptive Lance Blueprint	“钢刀”动能干扰长枪蓝图
48745	'Subverted' JVN-UC49 Blueprint	"颠覆"JVN-UC49蓝图
22912	'Swindler' Electron Blaster Cannon I Blueprint	骗子电子疾速加农炮蓝图 I
23806	'Thurifer' Large Cap Battery Blueprint	侍僧大型电容器电池蓝图
23903	'Trebuchet' Heat Sink Blueprint	飞石散热槽蓝图
22936	'Tycoon' Remote Tracking Computer Blueprint	将军远距索敌计算机蓝图
22916	'Underhand' Neutron Blaster Cannon I Blueprint	欺瞒中子疾速加农炮蓝图 I
20600	'Undertaker' Heavy Missile Launcher Blueprint	挑战者重型导弹发射器蓝图
23869	'Warhammer' Large EMP Smartbomb Blueprint	战锤大型EMP立体炸弹蓝图
33521	'Wetu' Mobile Depot Blueprint	小屋移动式仓库蓝图
20606	'Whiskey' Explosive Shield Amplifier Blueprint	威士忌爆炸护盾增效器蓝图
22924	'Wild' Miner I Blueprint	野性采矿器蓝图 I
33523	'Yurt' Mobile Depot Blueprint	帐篷移动式仓库蓝图
41242	10000MN Afterburner I Blueprint	10000MN加力燃烧器蓝图 I
41245	10000MN Afterburner II Blueprint	10000MN加力燃烧器蓝图 II
41244	10000MN Monopropellant Enduring Afterburner Blueprint	单元推进持久型10000MN加力燃烧器蓝图
41243	10000MN Y-S8 Compact Afterburner Blueprint	Y-S8紧凑型10000MN加力燃烧器蓝图
11294	100mm Steel Plates I Blueprint	100mm钢附甲板蓝图 I
20346	100mm Steel Plates II Blueprint	100mm钢附甲板蓝图 II
12067	100MN Afterburner I Blueprint	100MN加力燃烧器蓝图 I
12069	100MN Afterburner II Blueprint	100MN加力燃烧器蓝图 II
21475	100MN Analog Booster Afterburner Blueprint	100MN模拟助推加力燃烧器蓝图
12057	10MN Afterburner I Blueprint	10MN加力燃烧器蓝图 I
12059	10MN Afterburner II Blueprint	10MN加力燃烧器蓝图 II
21473	10MN Analog Booster Afterburner Blueprint	10MN模拟助推加力燃烧器蓝图
832	1200mm Artillery Cannon I Blueprint	1200mm加农炮蓝图 I
2866	1200mm Artillery Cannon II Blueprint	1200mm加农炮蓝图 II
21560	1200mm Heavy 'Jolt' Artillery I Blueprint	1200mm重型摇摆火炮蓝图 I
819	125mm Gatling AutoCannon I Blueprint	125mm加特林自动加农炮蓝图 I
2874	125mm Gatling AutoCannon II Blueprint	125mm加特林自动加农炮蓝图 II
10679	125mm Railgun I Blueprint	125mm磁轨炮蓝图 I
10681	125mm Railgun II Blueprint	125mm磁轨炮蓝图 II
21562	1400mm 'Jolt' Artillery I Blueprint	1400mm摇摆火炮蓝图 I
833	1400mm Howitzer Artillery I Blueprint	1400mm榴弹炮蓝图 I
2962	1400mm Howitzer Artillery II Blueprint	1400mm榴弹炮蓝图 II
20588	150mm 'Musket' Railgun Blueprint	150mm茅斯卡特磁轨炮蓝图
820	150mm Light AutoCannon I Blueprint	150mm轻型自动加农炮蓝图 I
16032	150mm Light AutoCannon II Blueprint	150mm轻型自动加农炮蓝图 II
1116	150mm Railgun I Blueprint	150mm磁轨炮蓝图 I
3075	150mm Railgun II Blueprint	150mm磁轨炮蓝图 II
11280	1600mm Steel Plates I Blueprint	1600mm钢附甲板蓝图 I
20354	1600mm Steel Plates II Blueprint	1600mm钢附甲板蓝图 II
1072	1MN Afterburner I Blueprint	1MN加力燃烧器蓝图 I
1071	1MN Afterburner II Blueprint	1MN加力燃烧器蓝图 II
21471	1MN Analog Booster Afterburner Blueprint	1MN模拟助推加力燃烧器蓝图
21858	1MN Civilian Afterburner Blueprint	1MN民用加力燃烧器蓝图
821	200mm AutoCannon I Blueprint	200mm自动加农炮蓝图 I
2890	200mm AutoCannon II Blueprint	200mm自动加农炮蓝图 II
21546	200mm Light 'Jolt' Autocannon I Blueprint	200mm轻型摇摆自动加农炮蓝图 I
12345	200mm Railgun I Blueprint	200mm磁轨炮蓝图 I
12347	200mm Railgun II Blueprint	200mm磁轨炮蓝图 II
11296	200mm Steel Plates I Blueprint	200mm钢附甲板蓝图 I
20348	200mm Steel Plates II Blueprint	200mm钢附甲板蓝图 II
825	220mm Vulcan AutoCannon I Blueprint	220mm火神自动加农炮蓝图 I
2898	220mm Vulcan AutoCannon II Blueprint	220mm火神自动加农炮蓝图 II
41609	25000mm Crystalline Carbonide Restrained Plates Blueprint	25000mm抑制型碳化晶体附甲板蓝图
41608	25000mm Rolled Tungsten Compact Plates Blueprint	25000mm紧凑型包金钨附甲板蓝图
41607	25000mm Steel Plates I Blueprint	25000mm钢附甲板蓝图 I
41610	25000mm Steel Plates II Blueprint	25000mm钢附甲板蓝图 II
20590	250mm 'Flintlock' Railgun Blueprint	250mm火石磁轨炮蓝图
21548	250mm Light 'Jolt' Artillery I Blueprint	250mm轻型摇摆火炮蓝图 I
822	250mm Light Artillery Cannon I Blueprint	250mm轻型加农炮蓝图 I
2906	250mm Light Artillery Cannon II Blueprint	250mm轻型加农炮蓝图 II
1121	250mm Railgun I Blueprint	250mm磁轨炮蓝图 I
3083	250mm Railgun II Blueprint	250mm磁轨炮蓝图 II
21550	280mm 'Jolt' Artillery I Blueprint	280mm摇摆火炮蓝图 I
823	280mm Howitzer Artillery I Blueprint	280mm榴弹炮蓝图 I
2978	280mm Howitzer Artillery II Blueprint	280mm榴弹炮蓝图 II
12355	350mm Railgun I Blueprint	350mm磁轨炮蓝图 I
12357	350mm Railgun II Blueprint	350mm磁轨炮蓝图 II
11298	400mm Steel Plates I Blueprint	400mm钢附甲板蓝图 I
20350	400mm Steel Plates II Blueprint	400mm钢附甲板蓝图 II
20592	425mm 'Popper' Railgun Blueprint	425mm纽扣磁轨炮蓝图
826	425mm AutoCannon I Blueprint	425mm自动加农炮蓝图 I
2914	425mm AutoCannon II Blueprint	425mm自动加农炮蓝图 II
21552	425mm Medium 'Jolt' Autocannon I Blueprint	425mm 中型摇摆加农炮蓝图 I
1125	425mm Railgun I Blueprint	425mm磁轨炮蓝图 I
3091	425mm Railgun II Blueprint	425mm磁轨炮蓝图 II
41313	50000MN Cold-Gas Enduring Microwarpdrive Blueprint	冷气持久型50000MN微型跃迁推进器蓝图
41256	50000MN Microwarpdrive I Blueprint	50000MN微型跃迁推进器蓝图 I
41261	50000MN Microwarpdrive II Blueprint	50000MN微型跃迁推进器蓝图 II
41258	50000MN Quad LiF Restrained Microwarpdrive Blueprint	四联氟化锂抑制型50000MN微型跃迁推进器蓝图
41257	50000MN Y-T8 Compact Microwarpdrive Blueprint	Y-T8紧凑型50000MN微型跃迁推进器蓝图
21481	500MN Digital Booster Microwarpdrive Blueprint	500MN数字助推微型跃迁推进器蓝图
12055	500MN Microwarpdrive I Blueprint	500MN微型跃迁推进器蓝图 I
12085	500MN Microwarpdrive II Blueprint	500MN微型跃迁推进器蓝图 II
11292	50mm Steel Plates I Blueprint	50mm钢附甲板蓝图 I
20344	50mm Steel Plates II Blueprint	50mm钢附甲板蓝图 II
21479	50MN Digital Booster Microwarpdrive Blueprint	50MN数字助推微型跃迁推进器蓝图
12053	50MN Microwarpdrive I Blueprint	50MN微型跃迁推进器蓝图 I
12077	50MN Microwarpdrive II Blueprint	50MN微型跃迁推进器蓝图 II
21477	5MN Digital Booster Microwarpdrive Blueprint	5MN数字助推微型跃迁推进器蓝图
1067	5MN Microwarpdrive I Blueprint	5MN微型跃迁推进器蓝图 I
1073	5MN Microwarpdrive II Blueprint	5MN微型跃迁推进器蓝图 II
827	650mm Artillery Cannon I Blueprint	650mm加农炮蓝图 I
2922	650mm Artillery Cannon II Blueprint	650mm加农炮蓝图 II
21554	650mm Medium 'Jolt' Artillery I Blueprint	650mm中型摇摆火炮蓝图 I
21556	720mm 'Jolt' Artillery I Blueprint	720mm摇摆火炮蓝图 I
828	720mm Howitzer Artillery I Blueprint	720mm榴弹炮蓝图 I
2970	720mm Howitzer Artillery II Blueprint	720mm榴弹炮蓝图 II
1112	75mm Gatling Rail I Blueprint	75mm加特林磁轨炮蓝图 I
3099	75mm Gatling Rail II Blueprint	75mm加特林磁轨炮蓝图 II
21558	800mm Heavy 'Jolt' Repeating Cannon I Blueprint	800mm重型摇摆频射加农炮蓝图 I
831	800mm Repeating Cannon I Blueprint	800mm频射加农炮蓝图 I
16029	800mm Repeating Cannon II Blueprint	800mm频射加农炮蓝图 II
11300	800mm Steel Plates I Blueprint	800mm钢附甲板蓝图 I
20352	800mm Steel Plates II Blueprint	800mm钢附甲板蓝图 II
24693	Abaddon Blueprint	地狱天使级蓝图
33626	Abaddon Kador Edition Blueprint	地狱天使级卡多尔版蓝图
33624	Abaddon Tash-Murkon Edition Blueprint	地狱天使级塔什蒙贡版蓝图
45650	AbleBlueprint_PLACEHOLDER	AbleBlueprint_PLACEHOLDER
22449	Absolution Blueprint	救赎级蓝图
60349	Abyssal Asteroid Mining Crystal Type A I Blueprint	深渊小行星采集晶体A型蓝图 I
60350	Abyssal Asteroid Mining Crystal Type A II Blueprint	深渊小行星采集晶体A型蓝图 II
60371	Abyssal Asteroid Mining Crystal Type B I Blueprint	深渊小行星采集晶体B型蓝图 I
60359	Abyssal Asteroid Mining Crystal Type B II Blueprint	深渊小行星采集晶体B型蓝图 II
60372	Abyssal Asteroid Mining Crystal Type C I Blueprint	深渊小行星采集晶体C型蓝图 I
60360	Abyssal Asteroid Mining Crystal Type C II Blueprint	深渊小行星采集晶体C型蓝图 II
23660	Acolyte EV-300 Blueprint	侍僧EV-300蓝图
2204	Acolyte I Blueprint	侍僧蓝图 I
2206	Acolyte II Blueprint	侍僧蓝图 II
23728	Acolyte TD-300 Blueprint	侍僧TD-300蓝图
42883	Active Shielding Charge Blueprint	主动护盾防御弹药蓝图
2837	Adrestia Blueprint	复仇女神级蓝图
33088	Advanced Cerebral Accelerator Blueprint	高级大脑加速器蓝图
2749	Advanced Large Ship Assembly Array Blueprint	高级大型舰船组装阵列蓝图
81622	Advanced Logistics Network Blueprint	高级后勤网络蓝图
2751	Advanced Medium Ship Assembly Array Blueprint	高级中型舰船组装阵列蓝图
2753	Advanced Small Ship Assembly Array Blueprint	高级小型舰船组装阵列蓝图
23920	Aeon Blueprint	万古级蓝图
40313	Affirmative. Modified Entosis Link Blueprint	改良型侵噬链接 A型蓝图
41123	Afocal Precise Dual Giga Beam Laser Blueprint	无焦点精准双联千兆级集束激光器蓝图
41108	Afocal Precise Dual Giga Pulse Laser Blueprint	无焦点精准双联千兆级脉冲激光器蓝图
41072	Afocal Precise Quad Mega Pulse Laser Blueprint	无焦点精准四联超级脉冲激光器蓝图
32873	Algos Blueprint	阿尔格斯级蓝图
32849	Aliastra Catalyst Blueprint	埃拉斯多集团促进级蓝图
78368	Alligator Blueprint	短吻鳄级蓝图
27665	Amarr Advanced Outpost Factory Platform Blueprint	艾玛高级空间站车间平台蓝图
27992	Amarr Advanced Outpost Laboratory Platform Blueprint	艾玛高级空间站实验室平台蓝图
28046	Amarr Advanced Outpost Office Platform Blueprint	艾玛高级空间站办公室平台蓝图
27966	Amarr Advanced Outpost Plant Platform Blueprint	艾玛高级空间站工厂平台蓝图
28022	Amarr Advanced Outpost Refinery Platform Blueprint	艾玛高级空间站精炼平台蓝图
27663	Amarr Basic Outpost Factory Platform Blueprint	艾玛基础空间站车间平台蓝图
27988	Amarr Basic Outpost Laboratory Platform Blueprint	艾玛基础空间站实验室平台蓝图
28042	Amarr Basic Outpost Office Platform Blueprint	艾玛基础空间站办公室平台蓝图
27962	Amarr Basic Outpost Plant Platform Blueprint	艾玛基础空间站工厂平台蓝图
28018	Amarr Basic Outpost Refinery Platform Blueprint	艾玛基础空间站精炼平台蓝图
2774	Amarr Control Tower Blueprint	艾玛控制塔蓝图
2775	Amarr Control Tower Medium Blueprint	艾玛中型控制塔蓝图
2776	Amarr Control Tower Small Blueprint	艾玛小型控制塔蓝图
33586	Amarr Encounter Surveillance System Blueprint	艾玛事件监测装置蓝图
21943	Amarr Factory Outpost Platform Blueprint	艾玛工厂空间站平台蓝图
29329	Amarr Media Shuttle Blueprint	艾玛传媒穿梭机蓝图
27667	Amarr Outpost Factory Platform Blueprint	艾玛空间站车间平台蓝图
27990	Amarr Outpost Laboratory Platform Blueprint	艾玛空间站实验室平台蓝图
28044	Amarr Outpost Office Platform Blueprint	艾玛空间站办公室平台蓝图
27964	Amarr Outpost Plant Platform Blueprint	艾玛空间站工厂平台蓝图
28020	Amarr Outpost Refinery Platform Blueprint	艾玛空间站精炼平台蓝图
43659	Amarr Phenomena Generator Blueprint	艾玛现象发生器蓝图
3769	Amarr Police Frigate Blueprint	艾玛警用护卫舰蓝图
11135	Amarr Shuttle Blueprint	艾玛穿梭机蓝图
41355	Ametat I Blueprint	阿米特蓝图 I
41356	Ametat II Blueprint	阿米特蓝图 II
15789	Ammatar Navy Cap Recharger Blueprint	艾玛达海军电容回充器蓝图
17511	Ammatar Navy Capacitor Power Relay Blueprint	艾玛达海军电容能源继电器蓝图
17503	Ammatar Navy EM Armor Hardener Blueprint	艾玛达海军电磁装甲抗增强器蓝图
17519	Ammatar Navy EM Coating Blueprint	艾玛达海军电磁涂层蓝图
17543	Ammatar Navy EM Energized Membrane Blueprint	艾玛达海军电磁电压薄膜蓝图
17505	Ammatar Navy Explosive Armor Hardener Blueprint	艾玛达海军爆炸装甲增强器蓝图
17517	Ammatar Navy Explosive Coating Blueprint	艾玛达海军爆炸涂层蓝图
17541	Ammatar Navy Explosive Energized Membrane Blueprint	艾玛达海军爆炸电压薄膜蓝图
15809	Ammatar Navy Heat Sink Blueprint	艾玛达海军散热槽蓝图
15779	Ammatar Navy Heavy Capacitor Booster Blueprint	艾玛达海军重型电容注电器蓝图
15799	Ammatar Navy Heavy Energy Neutralizer Blueprint	艾玛达海军重型能量中和器蓝图
